Mix,Name,Formula,inchikey,smiles,RT,[M+H]+,[M+NH4]+,[M+Na]+,[M-H2O+H]+
3,Aesculin_diglycoside,C15H16O9,XHCADAYNFIFUHF-TVKJYDDYSA-N,C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,0,665.1933,682.2199,687.1753,647.1827
3,"2,3,4'-Trihydroxy-4-Methoxybenzophenone",C14H12O5, YYQLEVUVEAKBKB-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C(=O)C2=CC=C(C=C2)O)O)O,0,261.0757,278.1023,283.0577,243.0652
3,"2,3,4'-Trihydroxy-4-Methoxybenzophenone_glycoside",C14H12O5, YYQLEVUVEAKBKB-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C(=O)C2=CC=C(C=C2)O)O)O,0,423.129,440.1556,445.111,405.1185
3,"2,3,4'-Trihydroxy-4-Methoxybenzophenone_diglycoside",C14H12O5, YYQLEVUVEAKBKB-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C(=O)C2=CC=C(C=C2)O)O)O,0,585.1823,602.2089,607.1643,567.1718
3,Ferulic Acid,C10H10O4,KSEBMYQBYZTDHS-HWKANZROSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,0,195.0652,212.0917,217.0471,177.0546
3,Ferulic Acid_glycoside,C10H10O4,KSEBMYQBYZTDHS-HWKANZROSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,0,357.1185,374.145,379.1004,339.1079
3,Ferulic Acid_diglycoside,C10H10O4,KSEBMYQBYZTDHS-HWKANZROSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,0,519.1718,536.1983,541.1537,501.1612
3,Anisodamine Hydrobromide,C17H23NO4,WTQYWNWRJNXDEG-UHFFFAOYSA-N ,CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3 ,0,306.17,323.1965,328.1519,288.1594
3,Anisodamine Hydrobromide_glycoside,C17H23NO4,WTQYWNWRJNXDEG-UHFFFAOYSA-N ,CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3 ,0,468.2233,485.2498,490.2052,450.2127
3,Anisodamine Hydrobromide_diglycoside,C17H23NO4,WTQYWNWRJNXDEG-UHFFFAOYSA-N ,CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3 ,0,630.2766,647.3031,652.2585,612.266
3,Beta-Peltatin,C22H22O8,HLBPOYVRLSXWJJ-PDSMFRHLSA-N,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@@H](CC4=C(C5=C(C=C24)OCO5)O)COC3=O,0,415.1387,432.1653,437.1207,397.1282
3,Beta-Peltatin_glycoside,C22H22O8,HLBPOYVRLSXWJJ-PDSMFRHLSA-N,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@@H](CC4=C(C5=C(C=C24)OCO5)O)COC3=O,0,577.192,594.2186,599.174,559.1815
3,Beta-Peltatin_diglycoside,C22H22O8,HLBPOYVRLSXWJJ-PDSMFRHLSA-N,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@@H](CC4=C(C5=C(C=C24)OCO5)O)COC3=O,0,739.2453,756.2719,761.2273,721.2348
3,Hecogenin,C27H42O4,QOLRLLFJMZLYQJ-LOBDNJQFSA-N,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(C(=O)C[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,0,431.3156,448.3421,453.2975,413.305
3,Hecogenin_glycoside,C27H42O4,QOLRLLFJMZLYQJ-LOBDNJQFSA-N,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(C(=O)C[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,0,593.3689,610.3954,615.3508,575.3583
3,Hecogenin_diglycoside,C27H42O4,QOLRLLFJMZLYQJ-LOBDNJQFSA-N,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(C(=O)C[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,0,755.4222,772.4487,777.4041,737.4116
3,Camptothecin,C20H16N2O4,VSJKWCGYPAHWDS-FQEVSTJZSA-N,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,0,349.1183,366.1448,371.1002,331.1077
3,Camptothecin_glycoside,C20H16N2O4,VSJKWCGYPAHWDS-FQEVSTJZSA-N,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,0,511.1716,528.1981,533.1535,493.161
3,Camptothecin_diglycoside,C20H16N2O4,VSJKWCGYPAHWDS-FQEVSTJZSA-N,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,0,673.2249,690.2514,695.2068,655.2143
3,Asarylaldehyde,C10H12O4,IAJBQAYHSQIQRE-UHFFFAOYSA-N,COC1=CC(=C(C=C1C=O)OC)OC,0,197.0808,214.1074,219.0628,179.0703
3,Asarylaldehyde_glycoside,C10H12O4,IAJBQAYHSQIQRE-UHFFFAOYSA-N,COC1=CC(=C(C=C1C=O)OC)OC,0,359.1341,376.1607,381.1161,341.1236
3,Asarylaldehyde_diglycoside,C10H12O4,IAJBQAYHSQIQRE-UHFFFAOYSA-N,COC1=CC(=C(C=C1C=O)OC)OC,0,521.1874,538.214,543.1694,503.1769
3,Strophanthidin,C23H32O6,ODJLBQGVINUMMR-HZXDTFASSA-N,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)C=O)O,0,405.2272,422.2537,427.2091,387.2166
3,Strophanthidin_glycoside,C23H32O6,ODJLBQGVINUMMR-HZXDTFASSA-N,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)C=O)O,0,567.2805,584.307,589.2624,549.2699
3,Strophanthidin_diglycoside,C23H32O6,ODJLBQGVINUMMR-HZXDTFASSA-N,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)C=O)O,0,729.3338,746.3603,751.3157,711.3232
3,ESTRADIOL,C18H24O2,VOXZDWNPVJITMN-ZBRFXRBCSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,0,273.1849,290.2115,295.1668,255.1743
3,ESTRADIOL_glycoside,C18H24O2,VOXZDWNPVJITMN-ZBRFXRBCSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,0,435.2382,452.2648,457.2201,417.2276
3,ESTRADIOL_diglycoside,C18H24O2,VOXZDWNPVJITMN-ZBRFXRBCSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,0,597.2915,614.3181,619.2734,579.2809
3,Ajmaline,C20H26N2O2,CJDRUOGAGYHKKD-RQBLFBSQSA-N,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C,0,327.2067,344.2333,349.1886,309.1961
3,Ajmaline_glycoside,C20H26N2O2,CJDRUOGAGYHKKD-RQBLFBSQSA-N,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C,0,489.26,506.2866,511.2419,471.2494
3,Ajmaline_diglycoside,C20H26N2O2,CJDRUOGAGYHKKD-RQBLFBSQSA-N,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C,0,651.3133,668.3399,673.2952,633.3027
3,"3Alpha-Hydroxy-4,4-Bisnor-8,11,13-Podocarpatriene",C15H20O,MVNJNWNFUCRWBW-NFAWXSAZSA-N,C[C@]12CC[C@H](C[C@H]1CCC3=CC=CC=C23)O,0,217.1587,234.1852,239.1406,199.1481
3,"3Alpha-Hydroxy-4,4-Bisnor-8,11,13-Podocarpatriene_glycoside",C15H20O,MVNJNWNFUCRWBW-NFAWXSAZSA-N,C[C@]12CC[C@H](C[C@H]1CCC3=CC=CC=C23)O,0,379.212,396.2385,401.1939,361.2014
3,"3Alpha-Hydroxy-4,4-Bisnor-8,11,13-Podocarpatriene_diglycoside",C15H20O,MVNJNWNFUCRWBW-NFAWXSAZSA-N,C[C@]12CC[C@H](C[C@H]1CCC3=CC=CC=C23)O,0,541.2653,558.2918,563.2472,523.2547
3,"Heteropeucenin, Methyl Ether",C16H18O4,KVNRDSLYCOJCRD-UHFFFAOYSA-N,CC1=CC(=O)C2=C(O1)C(=C(C=C2O)OC)CC=C(C)C,0,275.1278,292.1543,297.1097,257.1172
3,"Heteropeucenin, Methyl Ether_glycoside",C16H18O4,KVNRDSLYCOJCRD-UHFFFAOYSA-N,CC1=CC(=O)C2=C(O1)C(=C(C=C2O)OC)CC=C(C)C,0,437.1811,454.2076,459.163,419.1705
3,"Heteropeucenin, Methyl Ether_diglycoside",C16H18O4,KVNRDSLYCOJCRD-UHFFFAOYSA-N,CC1=CC(=O)C2=C(O1)C(=C(C=C2O)OC)CC=C(C)C,0,599.2344,616.2609,621.2163,581.2238
3,Juglone,C10H6O3,KQPYUDDGWXQXHS-UHFFFAOYSA-N,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,0,175.039,192.0655,197.0209,157.0284
3,Juglone_glycoside,C10H6O3,KQPYUDDGWXQXHS-UHFFFAOYSA-N,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,0,337.0923,354.1188,359.0742,319.0817
3,Juglone_diglycoside,C10H6O3,KQPYUDDGWXQXHS-UHFFFAOYSA-N,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,0,499.1456,516.1721,521.1275,481.135
3,Ellagic Acid,C14H6O8,AFSDNFLWKVMVRB-UHFFFAOYSA-N,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,0,303.0135,320.0401,324.9955,285.003
3,Ellagic Acid_glycoside,C14H6O8,AFSDNFLWKVMVRB-UHFFFAOYSA-N,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,0,465.0668,482.0934,487.0488,447.0563
3,Ellagic Acid_diglycoside,C14H6O8,AFSDNFLWKVMVRB-UHFFFAOYSA-N,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,0,627.1201,644.1467,649.1021,609.1096
3,Griseofulvic Acid,C16H15ClO6,YIQRSAKVWZVLDN-QZTNRIJFSA-N,C[C@@H]1CC(=O)CC(=O)[C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl,0,339.063,356.0895,361.0449,321.0524
3,Griseofulvic Acid_glycoside,C16H15ClO6,YIQRSAKVWZVLDN-QZTNRIJFSA-N,C[C@@H]1CC(=O)CC(=O)[C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl,0,501.1163,518.1428,523.0982,483.1057
3,Griseofulvic Acid_diglycoside,C16H15ClO6,YIQRSAKVWZVLDN-QZTNRIJFSA-N,C[C@@H]1CC(=O)CC(=O)[C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl,0,663.1696,680.1961,685.1515,645.159
4,LEVODOPA,C9H11NO4,WTDRDQBEARUVNC-LURJTMIESA-N,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,0,198.0761,215.1026,220.058,180.0655
4,LEVODOPA_glycoside,C9H11NO4,WTDRDQBEARUVNC-LURJTMIESA-N,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,0,360.1294,377.1559,382.1113,342.1188
4,LEVODOPA_diglycoside,C9H11NO4,WTDRDQBEARUVNC-LURJTMIESA-N,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,0,522.1827,539.2092,544.1646,504.1721
4,Vulpinic Acid,C19H14O5,OMZRMXULWNMRAE-BMRADRMJSA-N,COC(=O)/C(=C/1\C(=C(C(=O)O1)C2=CC=CC=C2)O)/C3=CC=CC=C3,0,323.0914,340.1179,345.0733,305.0808
4,Vulpinic Acid_glycoside,C19H14O5,OMZRMXULWNMRAE-BMRADRMJSA-N,COC(=O)/C(=C/1\C(=C(C(=O)O1)C2=CC=CC=C2)O)/C3=CC=CC=C3,0,485.1447,502.1712,507.1266,467.1341
4,Vulpinic Acid_diglycoside,C19H14O5,OMZRMXULWNMRAE-BMRADRMJSA-N,COC(=O)/C(=C/1\C(=C(C(=O)O1)C2=CC=CC=C2)O)/C3=CC=CC=C3,0,647.198,664.2245,669.1799,629.1874
4,Dehydroabietamide,C20H29NO,AKKQGFKWEDCWJK-UHFFFAOYSA-N,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C(=O)N)C,0,300.2322,317.2587,322.2141,282.2216
4,Dehydroabietamide_glycoside,C20H29NO,AKKQGFKWEDCWJK-UHFFFAOYSA-N,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C(=O)N)C,0,462.2855,479.312,484.2674,444.2749
4,Dehydroabietamide_diglycoside,C20H29NO,AKKQGFKWEDCWJK-UHFFFAOYSA-N,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C(=O)N)C,0,624.3388,641.3653,646.3207,606.3282
4,Euparin,C13H12O3,OPUFDNZTKHPZHM-UHFFFAOYSA-N,CC(=C)C1=CC2=CC(=C(C=C2O1)O)C(=O)C,0,217.0859,234.1125,239.0679,199.0754
4,Euparin_glycoside,C13H12O3,OPUFDNZTKHPZHM-UHFFFAOYSA-N,CC(=C)C1=CC2=CC(=C(C=C2O1)O)C(=O)C,0,379.1392,396.1658,401.1212,361.1287
4,Euparin_diglycoside,C13H12O3,OPUFDNZTKHPZHM-UHFFFAOYSA-N,CC(=C)C1=CC2=CC(=C(C=C2O1)O)C(=O)C,0,541.1925,558.2191,563.1745,523.182
4,Sappanone A Dimethyl Ether,C18H16O5,VCNDHJFYRZQMHX-KPKJPENVSA-N ,COC1=CC2=C(C=C1)C(=O)/C(=C/C3=CC(=C(C=C3)OC)O)/CO2,0,313.1071,330.1336,335.089,295.0965
4,Sappanone A Dimethyl Ether_glycoside,C18H16O5,VCNDHJFYRZQMHX-KPKJPENVSA-N ,COC1=CC2=C(C=C1)C(=O)/C(=C/C3=CC(=C(C=C3)OC)O)/CO2,0,475.1604,492.1869,497.1423,457.1498
4,Sappanone A Dimethyl Ether_diglycoside,C18H16O5,VCNDHJFYRZQMHX-KPKJPENVSA-N ,COC1=CC2=C(C=C1)C(=O)/C(=C/C3=CC(=C(C=C3)OC)O)/CO2,0,637.2137,654.2402,659.1956,619.2031
4,"Deoxysappanone B 7,3'-Dimethyl Ether",C18H18O5,OFAYBXSZQCUARK-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=O)C(CO2)CC3=CC(=C(C=C3)O)OC,0,315.1227,332.1492,337.1046,297.1121
4,"Deoxysappanone B 7,3'-Dimethyl Ether_glycoside",C18H18O5,OFAYBXSZQCUARK-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=O)C(CO2)CC3=CC(=C(C=C3)O)OC,0,477.176,494.2025,499.1579,459.1654
4,"Deoxysappanone B 7,3'-Dimethyl Ether_diglycoside",C18H18O5,OFAYBXSZQCUARK-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=O)C(CO2)CC3=CC(=C(C=C3)O)OC,0,639.2293,656.2558,661.2112,621.2187
4,Gitoxigenin Diacetate,C27H38O7,ANNNOIZFDGPVNC-UZGQUCAOSA-N,CC(=O)O[C@H]1CC[C@]2([C@@H](C1)CCC3C2CC[C@]4([C@@]3(C[C@@H]([C@@H]4C5=CC(=O)OC5)OC(=O)C)O)C)C,0,475.269,492.2956,497.251,457.2585
4,Gitoxigenin Diacetate_glycoside,C27H38O7,ANNNOIZFDGPVNC-UZGQUCAOSA-N,CC(=O)O[C@H]1CC[C@]2([C@@H](C1)CCC3C2CC[C@]4([C@@]3(C[C@@H]([C@@H]4C5=CC(=O)OC5)OC(=O)C)O)C)C,0,637.3223,654.3489,659.3043,619.3118
4,Gitoxigenin Diacetate_diglycoside,C27H38O7,ANNNOIZFDGPVNC-UZGQUCAOSA-N,CC(=O)O[C@H]1CC[C@]2([C@@H](C1)CCC3C2CC[C@]4([C@@]3(C[C@@H]([C@@H]4C5=CC(=O)OC5)OC(=O)C)O)C)C,0,799.3756,816.4022,821.3576,781.3651
4,Obtusaquinone,C16H14O3,LUZUAYAKZLCOCQ-BHHNFLQBSA-N,COC\1=CC(=O)C(=C/C1=C\C=C\C2=CC=CC=C2)O,0,255.1016,272.1281,277.0835,237.091
4,Obtusaquinone_glycoside,C16H14O3,LUZUAYAKZLCOCQ-BHHNFLQBSA-N,COC\1=CC(=O)C(=C/C1=C\C=C\C2=CC=CC=C2)O,0,417.1549,434.1814,439.1368,399.1443
4,Obtusaquinone_diglycoside,C16H14O3,LUZUAYAKZLCOCQ-BHHNFLQBSA-N,COC\1=CC(=O)C(=C/C1=C\C=C\C2=CC=CC=C2)O,0,579.2082,596.2347,601.1901,561.1976
4,Anhydrobrazilic Acid,C12H10O5,KVQVEJPIQHNLTM-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=O)C(=CO2)CC(=O)O,0,235.0601,252.0866,257.042,217.0495
4,Anhydrobrazilic Acid_glycoside,C12H10O5,KVQVEJPIQHNLTM-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=O)C(=CO2)CC(=O)O,0,397.1134,414.1399,419.0953,379.1028
4,Anhydrobrazilic Acid_diglycoside,C12H10O5,KVQVEJPIQHNLTM-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=O)C(=CO2)CC(=O)O,0,559.1667,576.1932,581.1486,541.1561
4,"2,6-Dihydroxy-4-Methoxytoluene",C8H10O3,YPIDZFLQKNEKRA-UHFFFAOYSA-N,CC1=C(C=C(C=C1O)OC)O,0,155.0703,172.0968,177.0522,137.0597
4,"2,6-Dihydroxy-4-Methoxytoluene_glycoside",C8H10O3,YPIDZFLQKNEKRA-UHFFFAOYSA-N,CC1=C(C=C(C=C1O)OC)O,0,317.1236,334.1501,339.1055,299.113
4,"2,6-Dihydroxy-4-Methoxytoluene_diglycoside",C8H10O3,YPIDZFLQKNEKRA-UHFFFAOYSA-N,CC1=C(C=C(C=C1O)OC)O,0,479.1769,496.2034,501.1588,461.1663
4,Iridin,C24H26O13,LNQCUTNLHUQZLR-OZJWLQQPSA-N,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,0,523.1446,540.1712,545.1266,505.1341
4,Iridin_glycoside,C24H26O13,LNQCUTNLHUQZLR-OZJWLQQPSA-N,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,0,685.1979,702.2245,707.1799,667.1874
4,Iridin_diglycoside,C24H26O13,LNQCUTNLHUQZLR-OZJWLQQPSA-N,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,0,847.2512,864.2778,869.2332,829.2407
4,"Epiafzelechin (2R,3R)(-)",C15H14O5,RSYUFYQTACJFML-UKRRQHHQSA-N,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O,0,275.0914,292.1179,297.0733,257.0808
4,"Epiafzelechin (2R,3R)(-)_glycoside",C15H14O5,RSYUFYQTACJFML-UKRRQHHQSA-N,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O,0,437.1447,454.1712,459.1266,419.1341
4,"Epiafzelechin (2R,3R)(-)_diglycoside",C15H14O5,RSYUFYQTACJFML-UKRRQHHQSA-N,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O,0,599.198,616.2245,621.1799,581.1874
4,"Isotectorigenin, 7-Methyl Ether",C18H16O6,WVKDAMAQNQRJFP-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=CC(=C3OC)OC)O,0,329.102,346.1285,351.0839,311.0914
4,"Isotectorigenin, 7-Methyl Ether_glycoside",C18H16O6,WVKDAMAQNQRJFP-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=CC(=C3OC)OC)O,0,491.1553,508.1818,513.1372,473.1447
4,"Isotectorigenin, 7-Methyl Ether_diglycoside",C18H16O6,WVKDAMAQNQRJFP-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=CC(=C3OC)OC)O,0,653.2086,670.2351,675.1905,635.198
4,Epiafzelechin Trimethyl Ether,C18H20O5,NMLBREXWQRPOJH-CRAIPNDOSA-N  ,COC1=CC=C(C=C1)[C@@H]2[C@@H](CC3=C(O2)C=C(C=C3OC)OC)O,0,317.1384,334.1649,339.1203,299.1278
4,Epiafzelechin Trimethyl Ether_glycoside,C18H20O5,NMLBREXWQRPOJH-CRAIPNDOSA-N  ,COC1=CC=C(C=C1)[C@@H]2[C@@H](CC3=C(O2)C=C(C=C3OC)OC)O,0,479.1917,496.2182,501.1736,461.1811
4,Epiafzelechin Trimethyl Ether_diglycoside,C18H20O5,NMLBREXWQRPOJH-CRAIPNDOSA-N  ,COC1=CC=C(C=C1)[C@@H]2[C@@H](CC3=C(O2)C=C(C=C3OC)OC)O,0,641.245,658.2715,663.2269,623.2344
4,"1,7-Dideacetoxy-1,7-Dioxo-3-Deacetylkhivorin",C26H32O7,BSZLLSHGSWKZRE-IYLQSFRJSA-N,C[C@@]12CCC3[C@@]4(C(CC(=O)[C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)C([C@@H](CC4=O)O)(C)C)C,0,457.2221,474.2486,479.204,439.2115
4,"1,7-Dideacetoxy-1,7-Dioxo-3-Deacetylkhivorin_glycoside",C26H32O7,BSZLLSHGSWKZRE-IYLQSFRJSA-N,C[C@@]12CCC3[C@@]4(C(CC(=O)[C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)C([C@@H](CC4=O)O)(C)C)C,0,619.2754,636.3019,641.2573,601.2648
4,"1,7-Dideacetoxy-1,7-Dioxo-3-Deacetylkhivorin_diglycoside",C26H32O7,BSZLLSHGSWKZRE-IYLQSFRJSA-N,C[C@@]12CCC3[C@@]4(C(CC(=O)[C@]3([C@@]15[C@H](O5)C(=O)O[C@H]2C6=COC=C6)C)C([C@@H](CC4=O)O)(C)C)C,0,781.3287,798.3552,803.3106,763.3181
4,Antiarol,C9H12O4,VTCDZPUMZAZMSB-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)OC)O,0,185.0808,202.1074,207.0628,167.0703
4,Antiarol_glycoside,C9H12O4,VTCDZPUMZAZMSB-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)OC)O,0,347.1341,364.1607,369.1161,329.1236
4,Antiarol_diglycoside,C9H12O4,VTCDZPUMZAZMSB-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)OC)O,0,509.1874,526.214,531.1694,491.1769
4,"2,3-Dihydroxy-4-Methoxy-4'-Ethoxybenzophenone",C16H16O5, NTAHJPYHXKMYBL-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)OC)O)O,0,289.1071,306.1336,311.089,271.0965
4,"2,3-Dihydroxy-4-Methoxy-4'-Ethoxybenzophenone_glycoside",C16H16O5, NTAHJPYHXKMYBL-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)OC)O)O,0,451.1604,468.1869,473.1423,433.1498
4,"2,3-Dihydroxy-4-Methoxy-4'-Ethoxybenzophenone_diglycoside",C16H16O5, NTAHJPYHXKMYBL-UHFFFAOYSA-N,CCOC1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)OC)O)O,0,613.2137,630.2402,635.1956,595.2031
4,"Irigenin, 7-Benzyl Ether",C25H22O8,WSKWDXWDFFVUKX-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)OCC4=CC=CC=C4,0,451.1387,468.1653,473.1207,433.1282
4,"Irigenin, 7-Benzyl Ether_glycoside",C25H22O8,WSKWDXWDFFVUKX-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)OCC4=CC=CC=C4,0,613.192,630.2186,635.174,595.1815
4,"Irigenin, 7-Benzyl Ether_diglycoside",C25H22O8,WSKWDXWDFFVUKX-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)OCC4=CC=CC=C4,0,775.2453,792.2719,797.2273,757.2348
4,Mundulone,C26H26O6,KJTDZAHLWHEULN-UHFFFAOYSA-N,CC1(C=CC2=C(O1)C=CC(=C2OC)C3=COC4=C(C3=O)C=C5CC(C(OC5=C4)(C)C)O)C,0,435.1802,452.2068,457.1622,417.1697
4,Mundulone_glycoside,C26H26O6,KJTDZAHLWHEULN-UHFFFAOYSA-N,CC1(C=CC2=C(O1)C=CC(=C2OC)C3=COC4=C(C3=O)C=C5CC(C(OC5=C4)(C)C)O)C,0,597.2335,614.2601,619.2155,579.223
4,Mundulone_diglycoside,C26H26O6,KJTDZAHLWHEULN-UHFFFAOYSA-N,CC1(C=CC2=C(O1)C=CC(=C2OC)C3=COC4=C(C3=O)C=C5CC(C(OC5=C4)(C)C)O)C,0,759.2868,776.3134,781.2688,741.2763
4,Isokobusone,C14H22O2,BSFUDCIRZBAPDS-UHFFFAOYSA-N,CC1(CC2C1CCC(=C)C(CCC2=O)O)C,0,223.1693,240.1958,245.1512,205.1587
4,Isokobusone_glycoside,C14H22O2,BSFUDCIRZBAPDS-UHFFFAOYSA-N,CC1(CC2C1CCC(=C)C(CCC2=O)O)C,0,385.2226,402.2491,407.2045,367.212
4,Isokobusone_diglycoside,C14H22O2,BSFUDCIRZBAPDS-UHFFFAOYSA-N,CC1(CC2C1CCC(=C)C(CCC2=O)O)C,0,547.2759,564.3024,569.2578,529.2653
4,Iretol,C7H8O4,ASTPOGDWGNJVEW-UHFFFAOYSA-N,COC1=C(C=C(C=C1O)O)O,0,157.0495,174.0761,179.0315,139.039
4,Iretol_glycoside,C7H8O4,ASTPOGDWGNJVEW-UHFFFAOYSA-N,COC1=C(C=C(C=C1O)O)O,0,319.1028,336.1294,341.0848,301.0923
4,Iretol_diglycoside,C7H8O4,ASTPOGDWGNJVEW-UHFFFAOYSA-N,COC1=C(C=C(C=C1O)O)O,0,481.1561,498.1827,503.1381,463.1456
4,Methylxanthoxylin,C11H14O4,AAOFJKLTRKOQTQ-UHFFFAOYSA-N,CC1=C(C(=C(C=C1OC)OC)C(=O)C)O,0,211.0965,228.123,233.0784,193.0859
